Alissa Cooper                                     	       363	gen-art (128), last-call (115), ietf (38), manycouches (16), ietf-and-github (15), idr (14), wgchairs (12), ietf108planning (11), dns-privacy (10), regext (9), 6lo (8), core (8), dnsop (7), eligibility-discuss (7), httpapi (7), detnet (6), gendispatch (6), tools-arch (6), 6tisch (5), dtn (5), mboned (5), dots (4), int-area (4), ipv6 (4), jmap (4), pce (4), raw (4), sidrops (4), spasm (4), stir (4), tools-development (4), v6ops (4), cellar (3), dime (3), dnssd (3), ippm (3), ipsec (3), lsr (3), mpls (3), mtgvenue (3), nfsv4 (3), ntp (3), rmcat (3), sfc (3), tcpm (3), webtransport (3), wpack (3), 109attendees (2), add (2), anima (2), art (2), bess (2), calsify (2), cbor (2), cose (2), dispatch (2), emu (2), httpbisa (2), id-event (2), lisp (2), lp-wan (2), mmusic (2), netmod (2), nvo3 (2), opsawg (2), sipcore (2), suit (2), tls (2), tm-rid (2), uta (2), 107attendees (1), 108attendees (1), alto (1), asdf (1), avt (1), ccamp (1), dhcwg (1), dmm (1), ecrit (1), edu-team (1), emo-dir (1), extra (1), i2nsf (1), iasa20 (1), ice (1), irtf-discuss (1), lwip (1), pim (1), quic (1), rfc-interest (1), rfced-future (1), roll (1), spring (1), taps (1), video-codec (1)
Roman Danyliw                                     	       361	ietf (58), txauth (21), i2nsf (15), secdir (14), cose (11), regext (11), dnsop (9), detnet (8), lsr (8), dots (7), spasm (7), acme (6), emu (6), idr (6), trans (6), 6lo (5), anima (5), bess (5), captive-portals (5), id-event (5), mpls (5), opsawg (5), roll (5), saag (5), sacm (5), 6tisch (4), core (4), ippm (4), ipsec (4), nfsv4 (4), oauth (4), suit (4), tools-implementation (4), asdf (3), cellar (3), dtn (3), hipsec (3), last-call (3), lisp (3), ntp (3), pce (3), rmcat (3), sipcore (3), spring (3), stir (3), tcpm (3), tls (3), v6ops (3), alto (2), calsify (2), cbor (2), dmm (2), dns-privacy (2), ecrit (2), httpbisa (2), ietf-and-github (2), int-area (2), ipv6 (2), lp-wan (2), manycouches (2), mboned (2), netmod (2), pim (2), sfc (2), babel (1), ccamp (1), dhcwg (1), dispatch (1), dnssd (1), httpapi (1), ice (1), ietf108planning (1), jmap (1), mmusic (1), nvo3 (1), perc (1), privacy-pass (1), raw (1), sframe (1), sidrops (1), tsvwg (1), wpack (1)
Adrian Farrel                                     	       361	teas (54), rfced-future (44), bess (34), pce (33), mpls (30), ietf (26), idr (21), teas-ns-dt (20), last-call (16), opsawg (15), teas-3272bis-design-team (15), wgchairs (14), bier (9), rtg-dir (9), eligibility-discuss (8), ipv6 (7), rfc-interest (7), gendispatch (5), netmod (4), spring (4), detnet (3), sfc (3), tools-discuss (3), admin-discuss (2), ccamp (2), cfrg (2), dispatch (2), ietf108planning (2), lsr (2), netconf (2), apn (1), edu-team (1), gen-art (1), internetgovtech (1), iot-directorate (1), json (1), manycouches (1), secdir (1)
Murray Kucherawy                                  	       353	dmarc (144), jsonpath (14), dispatch (12), bess (9), cellar (9), ietf (8), mmusic (8), lsr (7), regext (7), sfc (7), babel (6), cose (6), dnsop (6), last-call (6), detnet (5), gen-art (5), ippm (5), ntp (5), captive-portals (4), dhcwg (4), idr (4), ietf-dkim (4), media-types (4), pim (4), sipcore (4), architecture-discuss (3), dns-privacy (3), emu (3), httpbisa (3), id-event (3), tsvwg (3), ccamp (2), core (2), dots (2), extra (2), lp-wan (2), manycouches (2), mpls (2), netmod (2), pce (2), roll (2), tcpm (2), tls (2), v6ops (2), 6tisch (1), acme (1), anima (1), asap (1), bmwg (1), calsify (1), dbound (1), dtn (1), ecrit (1), i2nsf (1), ipsec (1), ipv6 (1), jmap (1), lisp (1), lwip (1), mile (1), nfsv4 (1), oauth (1), opsawg (1), perc (1), sframe (1), sidrops (1), spasm (1), suit (1), taps (1), video-codec (1), wish (1)
Jim Schaad                                        	       343	ace (97), cose (89), cbor (56), core (53), wgchairs (11), last-call (7), cfrg (6), emu (6), rats (6), spasm (6), jose (5), tls (5), gen-art (4), 6lo (3), oauth (3), pkix (3), cwt-reg-review (2), oauth-ext-review (2), secdir (2), suit (2), tools-arch (2), 108attendees (1), asdf (1), curdle (1), dots (1), lake (1), netmod (1), smime (1)
Robert Sparks                                     	       325	tools-implementation (91), tools-discuss (61), wgchairs (37), tools-development (27), codesprints (24), last-call (21), ietf (19), stir (19), rfc-interest (18), gen-art (17), manycouches (8), ietf-announce (7), secdir (7), eligibility-discuss (4), xml2rfc (4), id-event (3), pce (3), sfc (3), sidrops (3), tools-arch (3), bess (2), dispatch (2), dnssd (2), lp-wan (2), calsify (1), captive-portals (1), gendispatch (1), ham-ag (1), ipsec (1), jose (1), rfc-markdown (1), spasm (1), tsv-art (1)
Acee Lindem                                       	       324	lsr (188), idr (27), rtgwg (22), last-call (17), mpls (15), netmod (15), yang-doctors (14), bess (13), lsvr (12), wgchairs (11), bgp-autoconf (9), rtg-dir (9), spring (8), gen-art (6), opsawg (4), rtg-bfd (3), 6lo (2), teas-3272bis-design-team (2), bier (1), rfc-interest (1)
Alvaro Retana                                     	       317	idr (76), lsr (43), roll (42), pim (17), bess (15), detnet (13), pce (11), bier (8), ipv6 (7), rtg-dir (7), lsvr (6), spring (6), wgchairs (6), 6tisch (5), dhcwg (5), last-call (5), ietf (4), ietf-and-github (4), ippm (4), rtg-bfd (4), babel (3), grow (3), ieee-ietf-coord (3), raw (3), sidrops (3), gen-art (2), manycouches (2), mpls (2), sfc (2), suit (2), yang-doctors (2), 6lo (1), anima (1), architecture-discuss (1), captive-portals (1), cose (1), dispatch (1), dtn (1), edu-team (1), emu (1), i2rs (1), ietf108planning (1), iot-directorate (1), manet (1), mboned (1), routing-discussion (1), sframe (1), txauth (1)
Kent Watsen                                       	       314	netconf (161), netmod (97), secdir (11), httpbisa (10), netmod-ver-dt (10), wgchairs (10), yang-doctors (9), ietf (4), tools-discuss (4), anima (3), iot-onboarding (3), last-call (1), mpls (1), tcpm (1)
Alessandro Vesely                                 	       310	dmarc (258), emailcore (25), ietf-smtp (14), ietf-dkim (6), ietf-822 (4), art (1), ietf (1), ima (1)
Warren "Ace" Kumari                               	       292	dnsop (41), opsawg (32), ietf (31), captive-portals (15), anima (14), v6ops (14), ipv6 (12), ietf-and-github (11), dns-privacy (8), wgchairs (7), dhcwg (6), eligibility-discuss (6), last-call (6), spring (6), tools-discuss (6), 6tisch (5), bess (5), idr (5), bgp-autoconf (4), detnet (4), lsr (4), rfc-interest (4), sidrops (4), core (3), cose (3), gen-art (3), ice (3), int-area (3), mboned (3), opsec (3), 109attendees (2), 6lo (2), add (2), babel (2), calsify (2), dmm (2), dots (2), ietf108planning (2), ippm (2), lsvr (2), manycouches (2), netmod (2), regext (2), 108attendees (1), architecture-discuss (1), bmwg (1), dane (1), dime (1), emu (1), extra (1), grow (1), i2nsf (1), id-event (1), mmusic (1), mops (1), ntp (1), roll (1), secdir (1), spasm (1), taps (1), tsv-art (1), tsvwg (1)
Alexey Melnikov                                   	       289	extra (42), emailcore (39), acme (27), ietf-smtp (17), kitten (16), wpack (16), spasm (11), dmarc (10), tools-implementation (10), jmap (9), core (8), crypto-panel (7), dtn (7), cfrg (6), regext (6), last-call (5), imapext (4), secdir (4), uta (4), ace (3), alto (3), dispatch (3), ecrit (3), ietf-and-github (3), tls (3), wgchairs (3), art (2), gen-art (2), int-area (2), lp-wan (2), mile (2), netmod (2), opsawg (2), tsv-art (2), cellar (1), dns-privacy (1), httpapi (1), ietf (1), iotops (1), ipsec (1), lemonade (1), ntp (1), rmcat (1), sieve (1), sipcore (1), tcpm (1), tlp-interest (1)
Henrik Levkowetz                                  	       282	xml2rfc (83), tools-discuss (73), wgchairs (68), codesprints (52), xml2rfc-dev (35), rfc-markdown (34), tools-implementation (21), ietf (14), rfc-interest (14), it-test (5), nfsv4 (3), ietf-and-github (1), tools-development (1)
Bob Hinden                                        	       269	ipv6 (121), ietf (44), tools-discuss (32), wgchairs (22), v6ops (15), rfced-future (10), int-area (8), spring (8), 108attendees (5), architecture-discuss (4), dhcwg (4), gendispatch (3), last-call (3), admin-discuss (2), rfc-interest (2), tools-development (2), 107attendees (1), captive-portals (1), homenet (1), iasa20 (1), manycouches (1), mtgvenue (1), openpgp (1), srcomp (1), venue-selection (1)
Fred Templin                                      	       268	ipv6 (244), v6ops (59), dhcwg (23), its (18), iotops (5), int-area (4), spring (4), dtn (1)
Lou Berger                                        	       264	detnet (114), netmod (31), teas (26), netmod-ver-dt (16), ietf (15), ipsec (12), manet (11), last-call (10), secdir (9), tools-discuss (8), wgchairs (8), bier (7), teas-ns-dt (5), raw (4), rtg-dir (4), teas-3272bis-design-team (4), ccamp (3), 107attendees (2), 109attendees (2), i2nsf (2), manycouches (2), tsv-art (2), yang-doctors (2), i2rs (1), lsr (1), tsvwg (1)
Christer Holmberg                                 	       260	mmusic (118), sipcore (65), last-call (40), gen-art (25), ice (15), bfcpbis (12), ietf (12), tsv-art (11), dispatch (7), core (6), avt (5), detnet (5), wgchairs (5), httpbisa (4), secdir (3), bess (2), dots (2), v3 (2), 3gpp-ietf-coord (1), ecrit (1), perc (1), tls (1)
Rob Sayre                                         	       260	tls (63), add (56), ietf (47), dns-privacy (37), last-call (35), gendispatch (11), httpbisa (10), ietf-and-github (9), architecture-discuss (5), dispatch (5), opsec (5), dnsop (2)
Randy Bush                                        	       259	sidrops (92), ietf (46), bgp-autoconf (25), idr (18), opsawg (17), lsvr (15), last-call (13), rfc-interest (12), architecture-discuss (11), xml2rfc (11), grow (9), tools-discuss (9), tsv-art (8), gen-art (7), iotops (7), mboned (6), 108attendees (4), int-dir (2), 107attendees (1), 109attendees (1), ietf108planning (1)
Daniel Migault                                    	       259	ace (56), tm-rid (50), add (27), dnsop (24), calsify (17), tls (17), dots (13), last-call (13), lwip (11), homenet (9), ipsec (9), saag (8), secdir (8), dns-privacy (6), bess (5), iot-directorate (5), curdle (4), ietf (4), sfc (4), gen-art (3), oauth (3), anima (2), art (2), emu (2), iotops (2), spasm (2), 108attendees (1), 109attendees (1), core (1), hipsec (1), icalendar (1), int-area (1), nvo3 (1), quic (1), t2trg (1), teep (1), tsv-area (1), tzdist-bis (1)
S Moonesamy                                       	       251	ietf (108), architecture-discuss (49), eligibility-discuss (21), rfced-future (12), last-call (10), spring (10), ipv6 (9), dns-privacy (7), dnsop (4), pearg (4), art (3), acme (2), int-area (2), manycouches (2), model-t (2), rfc-interest (2), wgchairs (2), captive-portals (1), cose (1), gendispatch (1), ietf-smtp (1), tools-discuss (1)
Michael Thomas                                    	       250	dmarc (134), ietf (100), manycouches (9), stir (7)
Christopher A. Wood                               	       249	tls (77), masque (38), quic-issues (32), pearg (22), cfrg (18), ietf-and-github (15), lake (8), last-call (7), secdir (7), tls-reg-review (6), quic (5), privacy-pass (4), saag (3), v6ops (3), add (2), architecture-discuss (2), crypto-panel (1), dhcwg (1), dns-privacy (1), dtn (1), gen-art (1), gendispatch (1), ietf (1), mls (1), model-t (1), rfced-future (1), tram (1), tsvwg (1)
Tom Herbert                                       	       248	ipv6 (138), tsvwg (45), v6ops (31), int-area (14), tcpm (13), architecture-discuss (8), ietf (8), network-tokens (8), 5gangip (6), spring (6), last-call (3), ippm (2), tls (2), tsv-art (2), gen-art (1), saag (1)
Laurence Lundblade                                	       244	rats (172), cbor (38), cose (31), ace (11), sacm (6), teep (4), ietf (2), last-call (2), secdir (2), anima (1)
Jie Dong                                          	       243	teas-ns-dt (51), bgp-autoconf (47), idr (38), lsr (36), spring (30), teas (27), ipv6 (11), pce (4), bess (2), grow (2), i2rs (1), ippm (1), mpls (1)
Sean Turner                                       	       240	mls (81), tls (80), spasm (28), wpack (17), last-call (14), quic-issues (6), secdir (5), wgchairs (5), gen-art (3), iot-directorate (3), quic (3), tls-reg-review (3), ietf (2), ipsec (2), netconf (2), pkix (2), stir (2), uta (2), anima (1), cfrg (1), dhcwg (1), dns-privacy (1), lake (1), masque (1), saag (1), smime (1)
Nicolás Williams                                  	       239	ietf (73), i18ndir (45), saag (38), tls (31), xml2rfc (13), kitten (11), rfced-future (10), httpbisa (7), spring (7), anima (5), secdispatch (4), tools-discuss (4), gendispatch (3), nfsv4 (3), architecture-discuss (2), cfrg (2), gen-art (2), i18n-discuss (2), dane (1), json (1), manycouches (1), spasm (1)
Susan Hares                                       	       238	idr (164), i2rs (32), last-call (13), bess (12), bgp-autoconf (6), teas (6), wgchairs (6), secdir (5), yang-doctors (5), i2nsf (4), lsr (4), taps (3), tsv-art (3), ieee-ietf-coord (2), netmod (2), rtg-dir (2), 108attendees (1), gen-art (1), mpls (1), regext (1), tm-rid (1)
Peter Psenak                                      	       237	lsr (223), spring (18), last-call (17), gen-art (9), rtg-dir (6), ipv6 (5), idr (2), rtgwg (2)
Ole Trøan                                         	       236	ipv6 (163), v6ops (66), dhcwg (13), ietf (5), spring (4), last-call (3), homenet (2), iot-directorate (2), iotops (2), wgchairs (2), gen-art (1), int-area (1), mcast-wifi (1), pim (1)
Mike Jones                                        	       234	oauth (64), id-event (51), txauth (42), cbor (38), last-call (19), cose (12), gen-art (10), ace (7), secdir (7), cwt-reg-review (6), jwt-reg-review (5), oauth-ext-review (5), jose (2), cfrg (1), webauthn-reg-review (1)
Michael StJohns                                   	       233	rfced-future (94), ietf (63), dnsop (29), eligibility-discuss (17), rfc-interest (11), cfrg (10), last-call (5), architecture-discuss (3), pkix (3), ietf108planning (2), tools-discuss (2), 109attendees (1)
Tim McSweeney                                     	       232	ietf (103), dispatch (73), uri-review (52), last-call (34), tlp-interest (7)
Phillip Hallam-Baker                              	       231	ietf (115), cfrg (41), rfc-interest (20), saag (12), manycouches (10), 107attendees (7), architecture-discuss (6), int-area (6), iot-onboarding (5), secdispatch (5), art (3), quic (3), spasm (3), tls (3), urn (3), calsify (2), last-call (2), secdir (2), wpack (2), acme (1), bimi (1), dcrup (1), emu (1), ietf108planning (1), mathmesh (1), pkix (1), spring (1), tools-discuss (1), v3 (1), wgchairs (1)
Ketan Talaulikar                                  	       231	spring (90), idr (83), lsr (53), ipv6 (40), mpls (10), bess (6), opsawg (3), pce (2), ippm (1), rtg-bfd (1), rtg-dir (1), rtgwg (1)
Eduard V                                          	       229	ipv6 (145), v6ops (117), ietf (4), int-area (1), iot-directorate (1), last-call (1), spring (1)
Erik Kline                                        	       225	captive-portals (33), ipv6 (33), v6ops (14), int-area (9), dnsop (7), quic (7), secdir (7), babel (6), idr (6), ntp (6), anima (5), dhcwg (5), opsawg (5), spring (5), wgchairs (5), bess (4), dtn (4), ippm (4), last-call (4), nfsv4 (4), regext (4), tsvwg (4), detnet (3), pce (3), roll (3), add (2), cbor (2), core (2), dots (2), gen-art (2), httpbisa (2), i2nsf (2), id-event (2), lisp (2), lp-wan (2), manycouches (2), mpls (2), sfc (2), tcpm (2), tls (2), 6tisch (1), acme (1), avt (1), bier (1), calsify (1), ccamp (1), cellar (1), dispatch (1), dns-privacy (1), emu (1), extra (1), ietf (1), ietf-and-github (1), iot-directorate (1), ipsec (1), its (1), lsr (1), masque (1), rtg-bfd (1), sframe (1), sidrops (1), spasm (1), stir (1), suit (1), taps (1)
Sebastian Moeller                                 	       223	tsvwg (223), iccrg (23), tcpprague (12), opsawg (3)
Qin Wu                                            	       222	netmod (90), i2rs (40), netconf (26), opsawg (26), alto (16), last-call (15), iotops (5), secdir (5), cellar (3), 109attendees (2), bess (2), gen-art (2), ietf-and-github (2), iot-onboarding (2), mud (2), teas (2), yang-doctors (2), 6tisch (1), anima (1), dmarc (1), idr (1), ieee-ietf-coord (1), ipv6 (1), lsr (1), madinas (1), rtg-dir (1), rtgwg (1)
Jeff Tantsura                                     	       219	lsr (40), teas-ns-dt (34), idr (27), spring (22), rtgwg (16), bess (12), teas (12), bgp-autoconf (10), ipv6 (6), ietf (5), rift (5), mpls (4), nmrg (4), pim (4), architecture-discuss (3), pce (3), rtg-bfd (3), last-call (2), netmod (2), opsawg (2), rtg-dir (2), teas-3272bis-design-team (2), wgchairs (2), 3gpp-ietf-coord (1), anima (1), detnet (1), ippm (1), netconf (1), nvo3 (1), sfc (1)
